gene_name	gene_id_clean	chromosome_clean	is_chrX	PAR_status	preferred_escape_class	atlas_gene_group	atlas_gene_group_display	chrom	start	end	strand	ensembl_gene_id	gene_symbol	biotype	par_source_gene_name	category	xci_status	PAR_region
PIGA	ENSG00000165195	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	15319452	15335554	-	ENSG00000165195	PIGA	protein_coding	PIGA	Inactive	Inactive	nonPAR
VEGFD	ENSG00000165197	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	15345596	15384413	-	ENSG00000165197	VEGFD	protein_coding	FIGF	Inactive	Inactive	nonPAR
ATP7A	ENSG00000165240	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	77910690	78050395	+	ENSG00000165240	ATP7A	protein_coding	ATP7A	Variable	Variable	nonPAR
HDX	ENSG00000165259	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	84317874	84502479	-	ENSG00000165259	HDX	protein_coding	HDX	Inactive	Inactive	nonPAR
BRWD3	ENSG00000165288	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	80669503	80809877	-	ENSG00000165288	BRWD3	protein_coding	BRWD3	Inactive	Inactive	nonPAR
SLC7A3	ENSG00000165349	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	70925579	70931125	-	ENSG00000165349	SLC7A3	protein_coding	SLC7A3	Unknown	Unknown	nonPAR
INTS6L	ENSG00000165359	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	135520659	135582510	+	ENSG00000165359	INTS6L	protein_coding	DDX26B	Inactive	Inactive	nonPAR
GPR101	ENSG00000165370	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	137023929	137033995	-	ENSG00000165370	GPR101	protein_coding	GPR101	Unknown	Unknown	nonPAR
CLDN2	ENSG00000165376	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	106900164	106930861	+	ENSG00000165376	CLDN2	protein_coding	CLDN2	Inactive	Inactive	nonPAR
MAGEC3	ENSG00000165509	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	141838316	141897832	+	ENSG00000165509	MAGEC3	protein_coding	MAGEC3	Escape	Escape	nonPAR
SSX5	ENSG00000165583	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	48186220	48196795	-	ENSG00000165583	SSX5	protein_coding	SSX5	Unknown	Unknown	nonPAR
SSX3	ENSG00000165584	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	48346427	48356707	-	ENSG00000165584	SSX3	protein_coding	SSX3	Unknown	Unknown	nonPAR
FAAH2	ENSG00000165591	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	57286706	57489193	+	ENSG00000165591	FAAH2	protein_coding	FAAH2	Inactive	Inactive	nonPAR
ENOX2	ENSG00000165675	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	130622325	130903234	-	ENSG00000165675	ENOX2	protein_coding	ENOX2	Inactive	Inactive	nonPAR
FRMD7	ENSG00000165694	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	132076990	132128020	-	ENSG00000165694	FRMD7	protein_coding	FRMD7	Variable	Variable	nonPAR
HPRT1	ENSG00000165704	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	134460165	134520513	+	ENSG00000165704	HPRT1	protein_coding	HPRT1	Inactive	Inactive	nonPAR
FUNDC2	ENSG00000165775	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	155025980	155060304	+	ENSG00000165775	FUNDC2	protein_coding	FUNDC2	Inactive	Inactive	nonPAR
PASD1	ENSG00000166049	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	151563675	151676739	+	ENSG00000166049	PASD1	protein_coding	PASD1	Escape	Escape	nonPAR
OPN1MW2	ENSG00000166160	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	154219756	154233286	+	ENSG00000166160	OPN1MW2	protein_coding	OPN1MW2	Unknown	Unknown	nonPAR
ZMAT1	ENSG00000166432	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	101882288	101932031	-	ENSG00000166432	ZMAT1	protein_coding	ZMAT1	Variable	Variable	nonPAR
BEX3	ENSG00000166681	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	103376395	103378164	+	ENSG00000166681	BEX3	protein_coding	NGFRAP1	Inactive	Inactive	nonPAR
ZCCHC18	ENSG00000166707	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	104112131	104115842	+	ENSG00000166707	ZCCHC18	protein_coding	ZCCHC18	Inactive	Inactive	nonPAR
PPP2R3B	ENSG00000167393	X	True	PAR	PAR	PAR	PAR	chrX	333933	386955	-	ENSG00000167393	PPP2R3B	protein_coding	PPP2R3B	Escape	Escape	PAR1
SPRY3	ENSG00000168939	X	True	PAR	PAR	PAR	PAR	chrX	155612572	155782459	+	ENSG00000168939	SPRY3	protein_coding	SPRY3	Inactive	Inactive	PAR2
MECP2	ENSG00000169057	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	154021573	154137103	-	ENSG00000169057	MECP2	protein_coding	MECP2	Inactive	Inactive	nonPAR
VCX3A	ENSG00000169059	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	6533618	6535118	-	ENSG00000169059	VCX3A	protein_coding	VCX3A	Unknown	Unknown	nonPAR
AR	ENSG00000169083	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	67544021	67730619	+	ENSG00000169083	AR	protein_coding	AR	Inactive	Inactive	nonPAR
DHRSX	ENSG00000169084	X	True	PAR	PAR	PAR	PAR	chrX	2219506	2502805	-	ENSG00000169084	DHRSX	protein_coding	DHRSX	Escape	Escape	PAR1
ASMTL	ENSG00000169093	X	True	PAR	PAR	PAR	PAR	chrX	1403139	1453762	-	ENSG00000169093	ASMTL	protein_coding	ASMTL	Escape	Escape	PAR1
SLC25A6	ENSG00000169100	X	True	PAR	PAR	PAR	PAR	chrX	1386152	1392113	-	ENSG00000169100	SLC25A6	protein_coding	SLC25A6	Escape	Escape	PAR1
APEX2	ENSG00000169188	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	55000363	55009057	+	ENSG00000169188	APEX2	protein_coding	APEX2	Inactive	Inactive	nonPAR
CA5B	ENSG00000169239	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	15688830	15788411	+	ENSG00000169239	CA5B	protein_coding	CA5B	Escape	Escape	nonPAR
ZRSR2	ENSG00000169249	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	15790156	15830694	+	ENSG00000169249	ZRSR2	protein_coding	ZRSR2	Escape	Escape	nonPAR
NR0B1	ENSG00000169297	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	30304206	30309390	-	ENSG00000169297	NR0B1	protein_coding	NR0B1	Escape	Escape	nonPAR
IL1RAPL1	ENSG00000169306	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	28587446	29956718	+	ENSG00000169306	IL1RAPL1	protein_coding	IL1RAPL1	Variable	Variable	nonPAR
MMGT1	ENSG00000169446	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	135960588	135974029	-	ENSG00000169446	MMGT1	protein_coding	MMGT1	Inactive	Inactive	nonPAR
CT55	ENSG00000169551	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	135156540	135171398	-	ENSG00000169551	CT55	protein_coding	CXorf48	Unknown	Unknown	nonPAR
GJB1	ENSG00000169562	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	71212811	71225516	+	ENSG00000169562	GJB1	protein_coding	GJB1	Unknown	Unknown	nonPAR
REPS2	ENSG00000169891	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	16946658	17153272	+	ENSG00000169891	REPS2	protein_coding	REPS2	Inactive	Inactive	nonPAR
SYAP1	ENSG00000169895	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	16719612	16765340	+	ENSG00000169895	SYAP1	protein_coding	SYAP1	Escape	Escape	nonPAR
S100G	ENSG00000169906	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	16650158	16654670	+	ENSG00000169906	S100G	protein_coding	S100G	Escape	Escape	nonPAR
FRMPD4	ENSG00000169933	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	11822423	12724523	+	ENSG00000169933	FRMPD4	protein_coding	FRMPD4	Inactive	Inactive	nonPAR
TEX13B	ENSG00000170925	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	107980864	107982370	-	ENSG00000170925	TEX13B	protein_coding	TEX13B	Unknown	Unknown	nonPAR
NCBP2L	ENSG00000170935	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	107774899	107795829	+	ENSG00000170935	NCBP2L	protein_coding	NCBP2L	Unknown	Unknown	nonPAR
PLAC1	ENSG00000170965	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	134565838	134764322	-	ENSG00000170965	PLAC1	protein_coding	PLAC1	Variable	Variable	nonPAR
HS6ST2	ENSG00000171004	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	132626015	132961395	-	ENSG00000171004	HS6ST2	protein_coding	HS6ST2	Escape	Escape	nonPAR
OR13H1	ENSG00000171054	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	131544074	131545000	+	ENSG00000171054	OR13H1	protein_coding	OR13H1	Unknown	Unknown	nonPAR
MTM1	ENSG00000171100	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	150568417	150673143	+	ENSG00000171100	MTM1	protein_coding	MTM1	Inactive	Inactive	nonPAR
HSFX1	ENSG00000171116	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	149774068	149776867	+	ENSG00000171116	HSFX1	protein_coding	HSFX1,HSFX2	Unknown	Unknown	nonPAR
C1GALT1C1	ENSG00000171155	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	120625674	120630054	-	ENSG00000171155	C1GALT1C1	protein_coding	C1GALT1C1	Inactive	Inactive	nonPAR
CLCN5	ENSG00000171365	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	49922596	50099235	+	ENSG00000171365	CLCN5	protein_coding	CLCN5	Inactive	Inactive	nonPAR
APLN	ENSG00000171388	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	129645259	129654956	-	ENSG00000171388	APLN	protein_coding	APLN	Inactive	Inactive	nonPAR
XAGE3	ENSG00000171402	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	52862525	52868083	-	ENSG00000171402	XAGE3	protein_coding	XAGE3	Unknown	Unknown	nonPAR
XAGE5	ENSG00000171405	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	52811287	52818301	+	ENSG00000171405	XAGE5	protein_coding	XAGE5	Unknown	Unknown	nonPAR
GLOD5	ENSG00000171433	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	48761747	48773648	+	ENSG00000171433	GLOD5	protein_coding	GLOD5	Unknown	Unknown	nonPAR
SPACA5B	ENSG00000171478	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	48130626	48132620	+	ENSG00000171478	SPACA5B	protein_coding	SPACA5B	Unknown	Unknown	nonPAR
SPACA5	ENSG00000171489	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	48004336	48009733	+	ENSG00000171489	SPACA5	protein_coding	SPACA5,SPACA5B	Unknown	Unknown	nonPAR
GPR82	ENSG00000171657	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	41724181	41730130	+	ENSG00000171657	GPR82	protein_coding	GPR82	Unknown	Unknown	nonPAR
GPR34	ENSG00000171659	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	41688973	41697275	+	ENSG00000171659	GPR34	protein_coding	GPR34	Inactive	Inactive	nonPAR
TCEAL1	ENSG00000172465	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	103628704	103630953	+	ENSG00000172465	TCEAL1	protein_coding	TCEAL1	Inactive	Inactive	nonPAR
RAB40A	ENSG00000172476	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	103499130	103519489	-	ENSG00000172476	RAB40A	protein_coding	RAB40A	Inactive	Inactive	nonPAR
HCFC1	ENSG00000172534	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	153947557	153971818	-	ENSG00000172534	HCFC1	protein_coding	HCFC1	Variable	Variable	nonPAR
PHF8	ENSG00000172943	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	53936676	54048958	-	ENSG00000172943	PHF8	protein_coding	PHF8	Inactive	Inactive	nonPAR
CYSLTR1	ENSG00000173198	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	78271468	78327691	-	ENSG00000173198	CYSLTR1	protein_coding	CYSLTR1	Inactive	Inactive	nonPAR
ZNF449	ENSG00000173275	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	135344796	135363413	+	ENSG00000173275	ZNF449	protein_coding	ZNF449	Inactive	Inactive	nonPAR
EIF1AX	ENSG00000173674	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	20124525	20141838	-	ENSG00000173674	EIF1AX	protein_coding	EIF1AX	Escape	Escape	nonPAR
BCLAF3	ENSG00000173681	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	19912860	19991061	-	ENSG00000173681	BCLAF3	protein_coding	CXorf23	Inactive	Inactive	nonPAR
ADGRG2	ENSG00000173698	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	18989307	19122637	-	ENSG00000173698	ADGRG2	protein_coding	GPR64	Inactive	Inactive	nonPAR
KLHL15	ENSG00000174010	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	23983716	24027186	-	ENSG00000174010	KLHL15	protein_coding	KLHL15	Inactive	Inactive	nonPAR
TENT5D	ENSG00000174016	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	80335504	80445311	+	ENSG00000174016	TENT5D	protein_coding	FAM46D	Unknown	Unknown	nonPAR
ARL13A	ENSG00000174225	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	100969708	100990831	+	ENSG00000174225	ARL13A	protein_coding	ARL13A	Inactive	Inactive	nonPAR
ZCCHC12	ENSG00000174460	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	118823824	118826968	+	ENSG00000174460	ZCCHC12	protein_coding	ZCCHC12	Unknown	Unknown	nonPAR
PABPC5	ENSG00000174740	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	91434595	91438584	+	ENSG00000174740	PABPC5	protein_coding	PABPC5	Unknown	Unknown	nonPAR
LONRF3	ENSG00000175556	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	118974614	119018355	+	ENSG00000175556	LONRF3	protein_coding	LONRF3	Inactive	Inactive	nonPAR
RBMXL3	ENSG00000175718	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	115189410	115192868	+	ENSG00000175718	RBMXL3	protein_coding	RBMXL3	Unknown	Unknown	nonPAR
CBLL2	ENSG00000175809	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	22272913	22274461	+	ENSG00000175809	CBLL2	protein_coding	ZNF645	Unknown	Unknown	nonPAR
KCNE5	ENSG00000176076	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	109623700	109625172	-	ENSG00000176076	KCNE5	protein_coding	KCNE1L	Inactive	Inactive	nonPAR
MAGEB6	ENSG00000176746	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	26192440	26195646	+	ENSG00000176746	MAGEB6	protein_coding	MAGEB6	Unknown	Unknown	nonPAR
MAGEB18	ENSG00000176774	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	26138343	26140736	+	ENSG00000176774	MAGEB18	protein_coding	MAGEB18	Escape	Escape	nonPAR
TCEANC	ENSG00000176896	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	13653112	13681964	+	ENSG00000176896	TCEANC	protein_coding	TCEANC	Escape	Escape	nonPAR
FMR1NB	ENSG00000176988	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	147981337	148026665	+	ENSG00000176988	FMR1NB	protein_coding	FMR1NB	Variable	Variable	nonPAR
FAM9B	ENSG00000177138	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	9024232	9295682	-	ENSG00000177138	FAM9B	protein_coding	FAM9B	Variable	Variable	nonPAR
RPS6KA3	ENSG00000177189	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	20149911	20267519	-	ENSG00000177189	RPS6KA3	protein_coding	RPS6KA3	Inactive	Inactive	nonPAR
BEND2	ENSG00000177324	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	18162931	18220886	-	ENSG00000177324	BEND2	protein_coding	BEND2	Variable	Variable	nonPAR
ZBTB33	ENSG00000177485	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	120250752	120258398	+	ENSG00000177485	ZBTB33	protein_coding	ZBTB33	Inactive	Inactive	nonPAR
VCX2	ENSG00000177504	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	8169944	8171267	-	ENSG00000177504	VCX2	protein_coding	VCX2	Unknown	Unknown	nonPAR
MAGEB10	ENSG00000177689	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	27807990	27823014	+	ENSG00000177689	MAGEB10	protein_coding	MAGEB10	Unknown	Unknown	nonPAR
TMEM187	ENSG00000177854	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	153972754	153983194	+	ENSG00000177854	TMEM187	protein_coding	TMEM187	Inactive	Inactive	nonPAR
GTPBP6	ENSG00000178605	X	True	PAR	PAR	PAR	PAR	chrX	304529	318796	-	ENSG00000178605	GTPBP6	protein_coding	GTPBP6	Escape	Escape	PAR1
SMIM10L2A	ENSG00000178947	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	135421944	135428075	+	ENSG00000178947	SMIM10L2A	protein_coding	LINC00086	Unknown	Unknown	nonPAR
ENSG00000179028	ENSG00000179028	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	52199840	52203235	+	ENSG00000179028	ENSG00000179028	lncRNA			Unknown	nonPAR
FAM133A	ENSG00000179083	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	93674013	93712274	+	ENSG00000179083	FAM133A	protein_coding	FAM133A	Inactive	Inactive	nonPAR
MAGED1	ENSG00000179222	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	51803007	51902354	+	ENSG00000179222	MAGED1	protein_coding	MAGED1	Inactive	Inactive	nonPAR
RTL3	ENSG00000179300	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	78656068	78659328	-	ENSG00000179300	RTL3	protein_coding	ZCCHC5	Unknown	Unknown	nonPAR
FAM156B	ENSG00000179304	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	52891306	52908560	+	ENSG00000179304	FAM156B	protein_coding	FAM156A,FAM156B	Inactive,Unknown	Inactive	nonPAR
TMEM31	ENSG00000179363	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	103710909	103714032	+	ENSG00000179363	TMEM31	protein_coding	TMEM31	Unknown	Unknown	nonPAR
SLITRK4	ENSG00000179542	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	143622790	143636101	-	ENSG00000179542	SLITRK4	protein_coding	SLITRK4	Unknown	Unknown	nonPAR
MED14	ENSG00000180182	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	40648305	40735858	-	ENSG00000180182	MED14	protein_coding	MED14	Escape	Escape	nonPAR
AGTR2	ENSG00000180772	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	116170744	116174974	+	ENSG00000180772	AGTR2	protein_coding	AGTR2	Inactive	Inactive	nonPAR
MAP3K15	ENSG00000180815	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	19360056	19515508	-	ENSG00000180815	MAP3K15	protein_coding	MAP3K15	Variable	Variable	nonPAR
SSR4	ENSG00000180879	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	153793516	153798499	+	ENSG00000180879	SSR4	protein_coding	SSR4	Inactive	Inactive	nonPAR
TCEAL8	ENSG00000180964	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	103252995	103255192	-	ENSG00000180964	TCEAL8	protein_coding	TCEAL8	Unknown	Unknown	nonPAR
PJA1	ENSG00000181191	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	69160851	69165521	-	ENSG00000181191	PJA1	protein_coding	PJA1	Inactive	Inactive	nonPAR
SAGE1	ENSG00000181433	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	135890182	135913062	+	ENSG00000181433	SAGE1	protein_coding	SAGE1	Unknown	Unknown	nonPAR
FANCB	ENSG00000181544	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	14690388	14873255	-	ENSG00000181544	FANCB	protein_coding	FANCB	Inactive	Inactive	nonPAR
YIPF6	ENSG00000181704	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	68498562	68537282	+	ENSG00000181704	YIPF6	protein_coding	YIPF6	Inactive	Inactive	nonPAR
P2RY8	ENSG00000182162	X	True	PAR	PAR	PAR	PAR	chrX	1462581	1537185	-	ENSG00000182162	P2RY8	protein_coding	P2RY8	Escape	Escape	PAR1
LDOC1	ENSG00000182195	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	141111605	141177129	-	ENSG00000182195	LDOC1	protein_coding	LDOC1	Inactive	Inactive	nonPAR
ATP6AP2	ENSG00000182220	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	40579372	40606848	+	ENSG00000182220	ATP6AP2	protein_coding	ATP6AP2	Inactive	Inactive	nonPAR
AP1S2	ENSG00000182287	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	15825806	15854931	-	ENSG00000182287	AP1S2	protein_coding	AP1S2	Escape	Escape	nonPAR
PLCXD1	ENSG00000182378	X	True	PAR	PAR	PAR	PAR	chrX	276322	303356	+	ENSG00000182378	PLCXD1	protein_coding	PLCXD1	Escape	Escape	PAR1
WASH6P	ENSG00000182484	X	True	PAR	PAR	PAR	PAR	chrX	156020826	156025710	+	ENSG00000182484	WASH6P	protein_coding			Unknown	PAR2
XKRX	ENSG00000182489	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	100913445	100929433	-	ENSG00000182489	XKRX	protein_coding	XKRX	Variable	Variable	nonPAR
BGN	ENSG00000182492	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	153494980	153509546	+	ENSG00000182492	BGN	protein_coding	BGN	Inactive	Inactive	nonPAR
LHFPL1	ENSG00000182508	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	112630648	112680054	-	ENSG00000182508	LHFPL1	protein_coding	LHFPL1	Inactive	Inactive	nonPAR
FAM104B	ENSG00000182518	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	55143102	55161310	-	ENSG00000182518	FAM104B	protein_coding	FAM104B	Inactive	Inactive	nonPAR
VCX	ENSG00000182583	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	7842262	7844143	+	ENSG00000182583	VCX	protein_coding	VCX	Unknown	Unknown	nonPAR
CMC4	ENSG00000182712	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	155061622	155071136	-	ENSG00000182712	CMC4	protein_coding	CMC4	Inactive	Inactive	nonPAR
ENSG00000182776	ENSG00000182776	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	52050860	52054255	-	ENSG00000182776	ENSG00000182776	lncRNA			Unknown	nonPAR
MAGEB17	ENSG00000182798	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	16167481	16171464	+	ENSG00000182798	MAGEB17	protein_coding	MAGEB17	Unknown	Unknown	nonPAR
RBM10	ENSG00000182872	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	47145221	47186813	+	ENSG00000182872	RBM10	protein_coding	RBM10	Inactive	Inactive	nonPAR
GLUD2	ENSG00000182890	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	121047610	121050094	+	ENSG00000182890	GLUD2	protein_coding	GLUD2	Inactive	Inactive	nonPAR
TCEAL7	ENSG00000182916	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	103330229	103332326	+	ENSG00000182916	TCEAL7	protein_coding	TCEAL7	Inactive	Inactive	nonPAR
CYLC1	ENSG00000183035	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	83861126	83886699	+	ENSG00000183035	CYLC1	protein_coding	CYLC1	Inactive	Inactive	nonPAR
FAM9A	ENSG00000183304	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	8790795	8801383	-	ENSG00000183304	FAM9A	protein_coding	FAM9A	Unknown	Unknown	nonPAR
MAGEA2B	ENSG00000183305	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	152714586	152718607	+	ENSG00000183305	MAGEA2B	protein_coding	MAGEA2,MAGEA2B	Unknown	Unknown	nonPAR
BCOR	ENSG00000183337	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	40049815	40177329	-	ENSG00000183337	BCOR	protein_coding	BCOR	Inactive	Inactive	nonPAR
TFDP3	ENSG00000183434	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	133216662	133218354	-	ENSG00000183434	TFDP3	protein_coding	TFDP3	Unknown	Unknown	nonPAR
TREX2	ENSG00000183479	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	153444473	153470587	-	ENSG00000183479	TREX2	protein_coding	TREX2	Inactive	Inactive	nonPAR
PRR32	ENSG00000183631	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	126819729	126821786	+	ENSG00000183631	PRR32	protein_coding	CXorf64	Escape	Escape	nonPAR
EFHC2	ENSG00000183690	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	44147872	44343672	-	ENSG00000183690	EFHC2	protein_coding	EFHC2	Variable	Variable	nonPAR
